title,description,diet_tags
Oatmeal with banana & whey,"Rolled oats, milk, banana, whey protein",balanced
النظام	المرحلة	نوع الوجبة	اسم الوجبة	مكون	كمية (جم)	سعرات حرارية	بروتين (جم)	كربوهيدرات (جم)	دهون (جم)
وزن ثابت	95	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 95	سمك مشوي	291	450.1	48.5	0	27.2
وزن ثابت	95	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 95	لبن زبادي قليل الدسم	388	194	19.4	23.3	1
وزن ثابت	96	فطار	شوفان - فطار - وزن ثابت مرحلة 96	شوفان	78	292.5	9.8	52.7	5.9
وزن ثابت	96	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 96	أرز بسمتي	292.5	1053	17.6	234	2.9
وزن ثابت	96	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 96	سلطة خضراء	195	39	2	7.8	0
وزن ثابت	96	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 96	مكسرات (لوز)	58.5	339.3	11.7	11.7	29.3
وزن ثابت	97	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 97	بيض مسلوق	196	303.8	25.5	2.2	21.6
وزن ثابت	97	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 97	صدر دجاج مشوي	294	484.1	90.2	0	9.8
وزن ثابت	97	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 97	سمك مشوي	294	454.7	49	0	27.4
وزن ثابت	97	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 97	لبن زبادي قليل الدسم	392	196	19.6	23.5	1
وزن ثابت	98	فطار	شوفان - فطار - وزن ثابت مرحلة 98	شوفان	78.8	295.5	9.8	53.2	5.9
وزن ثابت	98	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 98	أرز بسمتي	295.5	1063.8	17.7	236.4	3
وزن ثابت	98	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 98	سلطة خضراء	197	39.4	2	7.9	0
وزن ثابت	98	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 98	مكسرات (لوز)	59.1	342.8	11.8	11.8	29.6
وزن ثابت	99	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 99	بيض مسلوق	198	306.9	25.7	2.2	21.8
وزن ثابت	99	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 99	صدر دجاج مشوي	297	489.1	91.1	0	9.9
وزن ثابت	99	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 99	سمك مشوي	297	459.4	49.5	0	27.7
وزن ثابت	99	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 99	لبن زبادي قليل الدسم	396	198	19.8	23.8	1
وزن ثابت	100	فطار	شوفان - فطار - وزن ثابت مرحلة 100	شوفان	79.6	298.5	9.9	53.7	6
وزن ثابت	100	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 100	أرز بسمتي	298.5	1074.6	17.9	238.8	3
وزن ثابت	100	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 100	سلطة خضراء	199	39.8	2	8	0
وزن ثابت	100	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 100	مكسرات (لوز)	59.7	346.3	11.9	11.9	29.9
تضخيم	1	فطار	بيض مسلوق - فطار - تضخيم مرحلة 1	بيض مسلوق	130	201.5	16.9	1.4	14.3
تضخيم	1	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 1	صدر دجاج مشوي	195	321.1	59.8	0	6.5
تضخيم	1	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 1	سمك مشوي	195	301.6	32.5	0	18.2
تضخيم	1	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 1	لبن زبادي قليل الدسم	260	130	13	15.6	0.7
تضخيم	2	فطار	شوفان - فطار - تضخيم مرحلة 2	شوفان	52.5	197	6.6	35.5	3.9
تضخيم	2	غداء	أرز بسمتي - غداء - تضخيم مرحلة 2	أرز بسمتي	197	709	11.8	157.6	2
تضخيم	2	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 2	سلطة خضراء	131.3	26.3	1.3	5.3	0
تضخيم	2	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 2	مكسرات (لوز)	39.4	228.5	7.9	7.9	19.7
تضخيم	3	فطار	بيض مسلوق - فطار - تضخيم مرحلة 3	بيض مسلوق	132.6	205.5	17.2	1.5	14.6
تضخيم	3	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 3	صدر دجاج مشوي	198.9	327.5	61	0	6.6
تضخيم	3	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 3	سمك مشوي	198.9	307.6	33.1	0	18.6
تضخيم	3	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 3	لبن زبادي قليل الدسم	265.2	132.6	13.3	15.9	0.7
تضخيم	4	فطار	شوفان - فطار - تضخيم مرحلة 4	شوفان	53.6	200.9	6.7	36.2	4
تضخيم	4	غداء	أرز بسمتي - غداء - تضخيم مرحلة 4	أرز بسمتي	200.9	723.1	12.1	160.7	2
تضخيم	4	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 4	سلطة خضراء	133.9	26.8	1.3	5.4	0
تضخيم	4	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 4	مكسرات (لوز)	40.2	233	8	8	20.1
تضخيم	5	فطار	بيض مسلوق - فطار - تضخيم مرحلة 5	بيض مسلوق	135.2	209.6	17.6	1.5	14.9
تضخيم	5	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 5	صدر دجاج مشوي	202.8	333.9	62.2	0	6.8
تضخيم	5	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 5	سمك مشوي	202.8	313.7	33.8	0	18.9
تضخيم	5	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 5	لبن زبادي قليل الدسم	270.4	135.2	13.5	16.2	0.7
تضخيم	6	فطار	شوفان - فطار - تضخيم مرحلة 6	شوفان	54.6	204.8	6.8	36.9	4.1
تضخيم	6	غداء	أرز بسمتي - غداء - تضخيم مرحلة 6	أرز بسمتي	204.8	737.1	12.3	163.8	2
تضخيم	6	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 6	سلطة خضراء	136.5	27.3	1.4	5.5	0
تضخيم	6	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 6	مكسرات (لوز)	41	237.5	8.2	8.2	20.5
تضخيم	7	فطار	بيض مسلوق - فطار - تضخيم مرحلة 7	بيض مسلوق	137.8	213.6	17.9	1.5	15.2
تضخيم	7	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 7	صدر دجاج مشوي	206.7	340.4	63.4	0	6.9
تضخيم	7	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 7	سمك مشوي	206.7	319.7	34.5	0	19.3
تضخيم	7	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 7	لبن زبادي قليل الدسم	275.6	137.8	13.8	16.5	0.7
تضخيم	8	فطار	شوفان - فطار - تضخيم مرحلة 8	شوفان	55.6	208.7	7	37.6	4.2
تضخيم	8	غداء	أرز بسمتي - غداء - تضخيم مرحلة 8	أرز بسمتي	208.7	751.1	12.5	166.9	2.1
تضخيم	8	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 8	سلطة خضراء	139.1	27.8	1.4	5.6	0
تضخيم	8	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 8	مكسرات (لوز)	41.7	242	8.3	8.3	20.9
تضخيم	9	فطار	بيض مسلوق - فطار - تضخيم مرحلة 9	بيض مسلوق	140.4	217.6	18.3	1.5	15.4
تضخيم	9	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 9	صدر دجاج مشوي	210.6	346.8	64.6	0	7
تضخيم	9	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 9	سمك مشوي	210.6	325.7	35.1	0	19.7
تضخيم	9	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 9	لبن زبادي قليل الدسم	280.8	140.4	14	16.8	0.7
تضخيم	10	فطار	شوفان - فطار - تضخيم مرحلة 10	شوفان	56.7	212.6	7.1	38.3	4.3
تضخيم	10	غداء	أرز بسمتي - غداء - تضخيم مرحلة 10	أرز بسمتي	212.6	765.2	12.8	170	2.1
تضخيم	10	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 10	سلطة خضراء	141.7	28.3	1.4	5.7	0
تضخيم	10	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 10	مكسرات (لوز)	42.5	246.6	8.5	8.5	21.3
تضخيم	11	فطار	بيض مسلوق - فطار - تضخيم مرحلة 11	بيض مسلوق	143	221.7	18.6	1.6	15.7
تضخيم	11	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 11	صدر دجاج مشوي	214.5	353.2	65.8	0	7.2
تضخيم	11	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 11	سمك مشوي	214.5	331.8	35.8	0	20
تضخيم	11	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 11	لبن زبادي قليل الدسم	286	143	14.3	17.2	0.7
تضخيم	12	فطار	شوفان - فطار - تضخيم مرحلة 12	شوفان	57.7	216.5	7.2	39	4.3
تضخيم	12	غداء	أرز بسمتي - غداء - تضخيم مرحلة 12	أرز بسمتي	216.5	779.2	13	173.2	2.2
تضخيم	12	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 12	سلطة خضراء	144.3	28.9	1.4	5.8	0
تضخيم	12	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 12	مكسرات (لوز)	43.3	251.1	8.7	8.7	21.6
تضخيم	13	فطار	بيض مسلوق - فطار - تضخيم مرحلة 13	بيض مسلوق	145.6	225.7	18.9	1.6	16
تضخيم	13	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 13	صدر دجاج مشوي	218.4	359.6	67	0	7.3
تضخيم	13	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 13	سمك مشوي	218.4	337.8	36.4	0	20.4
تضخيم	13	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 13	لبن زبادي قليل الدسم	291.2	145.6	14.6	17.5	0.7
تضخيم	14	فطار	شوفان - فطار - تضخيم مرحلة 14	شوفان	58.8	220.3	7.3	39.7	4.4
تضخيم	14	غداء	أرز بسمتي - غداء - تضخيم مرحلة 14	أرز بسمتي	220.3	793.3	13.2	176.3	2.2
تضخيم	14	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 14	سلطة خضراء	146.9	29.4	1.5	5.9	0
تضخيم	14	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 14	مكسرات (لوز)	44.1	255.6	8.8	8.8	22
تضخيم	15	فطار	بيض مسلوق - فطار - تضخيم مرحلة 15	بيض مسلوق	148.2	229.7	19.3	1.6	16.3
تضخيم	15	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 15	صدر دجاج مشوي	222.3	366.1	68.2	0	7.4
تضخيم	15	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 15	سمك مشوي	222.3	343.8	37.1	0	20.7
تضخيم	15	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 15	لبن زبادي قليل الدسم	296.4	148.2	14.8	17.8	0.7
تضخيم	16	فطار	شوفان - فطار - تضخيم مرحلة 16	شوفان	59.8	224.2	7.5	40.4	4.5
تضخيم	16	غداء	أرز بسمتي - غداء - تضخيم مرحلة 16	أرز بسمتي	224.2	807.3	13.5	179.4	2.2
تضخيم	16	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 16	سلطة خضراء	149.5	29.9	1.5	6	0
تضخيم	16	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 16	مكسرات (لوز)	44.8	260.1	9	9	22.4
تضخيم	17	فطار	بيض مسلوق - فطار - تضخيم مرحلة 17	بيض مسلوق	150.8	233.7	19.6	1.7	16.6
تضخيم	17	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 17	صدر دجاج مشوي	226.2	372.5	69.4	0	7.5
تضخيم	17	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 17	سمك مشوي	226.2	349.9	37.7	0	21.1
تضخيم	17	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 17	لبن زبادي قليل الدسم	301.6	150.8	15.1	18.1	0.8
تضخيم	18	فطار	شوفان - فطار - تضخيم مرحلة 18	شوفان	60.8	228.1	7.6	41.1	4.6
تضخيم	18	غداء	أرز بسمتي - غداء - تضخيم مرحلة 18	أرز بسمتي	228.1	821.3	13.7	182.5	2.3
تضخيم	18	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 18	سلطة خضراء	152.1	30.4	1.5	6.1	0
تضخيم	18	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 18	مكسرات (لوز)	45.6	264.7	9.1	9.1	22.8
تضخيم	19	فطار	بيض مسلوق - فطار - تضخيم مرحلة 19	بيض مسلوق	153.4	237.8	19.9	1.7	16.9
تضخيم	19	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 19	صدر دجاج مشوي	230.1	378.9	70.6	0	7.7
تضخيم	19	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 19	سمك مشوي	230.1	355.9	38.4	0	21.5
تضخيم	19	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 19	لبن زبادي قليل الدسم	306.8	153.4	15.3	18.4	0.8
تضخيم	20	فطار	شوفان - فطار - تضخيم مرحلة 20	شوفان	61.9	232	7.7	41.8	4.6
تضخيم	20	غداء	أرز بسمتي - غداء - تضخيم مرحلة 20	أرز بسمتي	232	835.4	13.9	185.6	2.3
تضخيم	20	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 20	سلطة خضراء	154.7	30.9	1.5	6.2	0
تضخيم	20	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 20	مكسرات (لوز)	46.4	269.2	9.3	9.3	23.2
تضخيم	21	فطار	بيض مسلوق - فطار - تضخيم مرحلة 21	بيض مسلوق	156	241.8	20.3	1.7	17.2
تضخيم	21	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 21	صدر دجاج مشوي	234	385.3	71.8	0	7.8
تضخيم	21	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 21	سمك مشوي	234	361.9	39	0	21.8
تضخيم	21	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 21	لبن زبادي قليل الدسم	312	156	15.6	18.7	0.8
تضخيم	22	فطار	شوفان - فطار - تضخيم مرحلة 22	شوفان	62.9	235.9	7.9	42.5	4.7
تضخيم	22	غداء	أرز بسمتي - غداء - تضخيم مرحلة 22	أرز بسمتي	235.9	849.4	14.2	188.8	2.4
تضخيم	22	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 22	سلطة خضراء	157.3	31.5	1.6	6.3	0
تضخيم	22	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 22	مكسرات (لوز)	47.2	273.7	9.4	9.4	23.6
تضخيم	23	فطار	بيض مسلوق - فطار - تضخيم مرحلة 23	بيض مسلوق	158.6	245.8	20.6	1.7	17.4
تضخيم	23	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 23	صدر دجاج مشوي	237.9	391.7	73	0	7.9
تضخيم	23	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 23	سمك مشوي	237.9	368	39.6	0	22.2
تضخيم	23	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 23	لبن زبادي قليل الدسم	317.2	158.6	15.9	19	0.8
تضخيم	24	فطار	شوفان - فطار - تضخيم مرحلة 24	شوفان	64	239.8	8	43.2	4.8
تضخيم	24	غداء	أرز بسمتي - غداء - تضخيم مرحلة 24	أرز بسمتي	239.8	863.5	14.4	191.9	2.4
تضخيم	24	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 24	سلطة خضراء	159.9	32	1.6	6.4	0
تضخيم	24	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 24	مكسرات (لوز)	48	278.2	9.6	9.6	24
تضخيم	25	فطار	بيض مسلوق - فطار - تضخيم مرحلة 25	بيض مسلوق	161.2	249.9	21	1.8	17.7
تضخيم	25	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 25	صدر دجاج مشوي	241.8	398.2	74.2	0	8.1
تضخيم	25	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 25	سمك مشوي	241.8	374	40.3	0	22.6
تضخيم	25	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 25	لبن زبادي قليل الدسم	322.4	161.2	16.1	19.3	0.8
تضخيم	26	فطار	شوفان - فطار - تضخيم مرحلة 26	شوفان	65	243.8	8.1	43.9	4.9
تضخيم	26	غداء	أرز بسمتي - غداء - تضخيم مرحلة 26	أرز بسمتي	243.8	877.5	14.6	195	2.4
تضخيم	26	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 26	سلطة خضراء	162.5	32.5	1.6	6.5	0
تضخيم	26	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 26	مكسرات (لوز)	48.8	282.8	9.8	9.8	24.4
تضخيم	27	فطار	بيض مسلوق - فطار - تضخيم مرحلة 27	بيض مسلوق	163.8	253.9	21.3	1.8	18
تضخيم	27	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 27	صدر دجاج مشوي	245.7	404.6	75.3	0	8.2
تضخيم	27	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 27	سمك مشوي	245.7	380	41	0	22.9
تضخيم	27	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 27	لبن زبادي قليل الدسم	327.6	163.8	16.4	19.7	0.8
تضخيم	28	فطار	شوفان - فطار - تضخيم مرحلة 28	شوفان	66	247.7	8.3	44.6	5
تضخيم	28	غداء	أرز بسمتي - غداء - تضخيم مرحلة 28	أرز بسمتي	247.7	891.5	14.9	198.1	2.5
تضخيم	28	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 28	سلطة خضراء	165.1	33	1.7	6.6	0
تضخيم	28	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 28	مكسرات (لوز)	49.5	287.3	9.9	9.9	24.8
تضخيم	29	فطار	بيض مسلوق - فطار - تضخيم مرحلة 29	بيض مسلوق	166.4	257.9	21.6	1.8	18.3
تضخيم	29	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 29	صدر دجاج مشوي	249.6	411	76.5	0	8.3
تضخيم	29	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 29	سمك مشوي	249.6	386	41.6	0	23.3
تضخيم	29	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 29	لبن زبادي قليل الدسم	332.8	166.4	16.6	20	0.8
تضخيم	30	فطار	شوفان - فطار - تضخيم مرحلة 30	شوفان	67.1	251.6	8.4	45.3	5
تضخيم	30	غداء	أرز بسمتي - غداء - تضخيم مرحلة 30	أرز بسمتي	251.6	905.6	15.1	201.2	2.5
تضخيم	30	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 30	سلطة خضراء	167.7	33.5	1.7	6.7	0
تضخيم	30	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 30	مكسرات (لوز)	50.3	291.8	10.1	10.1	25.2
تضخيم	31	فطار	بيض مسلوق - فطار - تضخيم مرحلة 31	بيض مسلوق	169	262	22	1.9	18.6
تضخيم	31	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 31	صدر دجاج مشوي	253.5	417.4	77.7	0	8.5
تضخيم	31	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 31	سمك مشوي	253.5	392.1	42.3	0	23.7
تضخيم	31	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 31	لبن زبادي قليل الدسم	338	169	16.9	20.3	0.8
تضخيم	32	فطار	شوفان - فطار - تضخيم مرحلة 32	شوفان	68.1	255.5	8.5	46	5.1
تضخيم	32	غداء	أرز بسمتي - غداء - تضخيم مرحلة 32	أرز بسمتي	255.5	919.6	15.3	204.4	2.6
تضخيم	32	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 32	سلطة خضراء	170.3	34.1	1.7	6.8	0
تضخيم	32	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 32	مكسرات (لوز)	51.1	296.3	10.2	10.2	25.5
تضخيم	33	فطار	بيض مسلوق - فطار - تضخيم مرحلة 33	بيض مسلوق	171.6	266	22.3	1.9	18.9
تضخيم	33	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 33	صدر دجاج مشوي	257.4	423.9	78.9	0	8.6
تضخيم	33	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 33	سمك مشوي	257.4	398.1	42.9	0	24
تضخيم	33	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 33	لبن زبادي قليل الدسم	343.2	171.6	17.2	20.6	0.9
تضخيم	34	فطار	شوفان - فطار - تضخيم مرحلة 34	شوفان	69.2	259.4	8.6	46.7	5.2
تضخيم	34	غداء	أرز بسمتي - غداء - تضخيم مرحلة 34	أرز بسمتي	259.4	933.7	15.6	207.5	2.6
تضخيم	34	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 34	سلطة خضراء	172.9	34.6	1.7	6.9	0
تضخيم	34	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 34	مكسرات (لوز)	51.9	300.8	10.4	10.4	25.9
تضخيم	35	فطار	بيض مسلوق - فطار - تضخيم مرحلة 35	بيض مسلوق	174.2	270	22.6	1.9	19.2
تضخيم	35	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 35	صدر دجاج مشوي	261.3	430.3	80.1	0	8.7
تضخيم	35	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 35	سمك مشوي	261.3	404.1	43.6	0	24.4
تضخيم	35	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 35	لبن زبادي قليل الدسم	348.4	174.2	17.4	20.9	0.9
تضخيم	36	فطار	شوفان - فطار - تضخيم مرحلة 36	شوفان	70.2	263.2	8.8	47.4	5.3
تضخيم	36	غداء	أرز بسمتي - غداء - تضخيم مرحلة 36	أرز بسمتي	263.2	947.7	15.8	210.6	2.6
تضخيم	36	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 36	سلطة خضراء	175.5	35.1	1.8	7	0
تضخيم	36	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 36	مكسرات (لوز)	52.7	305.4	10.5	10.5	26.3
تضخيم	37	فطار	بيض مسلوق - فطار - تضخيم مرحلة 37	بيض مسلوق	176.8	274	23	1.9	19.4
تضخيم	37	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 37	صدر دجاج مشوي	265.2	436.7	81.3	0	8.8
تضخيم	37	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 37	سمك مشوي	265.2	410.2	44.2	0	24.8
تضخيم	37	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 37	لبن زبادي قليل الدسم	353.6	176.8	17.7	21.2	0.9
تضخيم	38	فطار	شوفان - فطار - تضخيم مرحلة 38	شوفان	71.2	267.2	8.9	48.1	5.3
تضخيم	38	غداء	أرز بسمتي - غداء - تضخيم مرحلة 38	أرز بسمتي	267.2	961.7	16	213.7	2.7
تضخيم	38	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 38	سلطة خضراء	178.1	35.6	1.8	7.1	0
تضخيم	38	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 38	مكسرات (لوز)	53.4	309.9	10.7	10.7	26.7
تضخيم	39	فطار	بيض مسلوق - فطار - تضخيم مرحلة 39	بيض مسلوق	179.4	278.1	23.3	2	19.7
تضخيم	39	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 39	صدر دجاج مشوي	269.1	443.1	82.5	0	9
تضخيم	39	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 39	سمك مشوي	269.1	416.2	44.8	0	25.1
تضخيم	39	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 39	لبن زبادي قليل الدسم	358.8	179.4	17.9	21.5	0.9
تضخيم	40	فطار	شوفان - فطار - تضخيم مرحلة 40	شوفان	72.3	271.1	9	48.8	5.4
تضخيم	40	غداء	أرز بسمتي - غداء - تضخيم مرحلة 40	أرز بسمتي	271.1	975.8	16.3	216.8	2.7
تضخيم	40	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 40	سلطة خضراء	180.7	36.1	1.8	7.2	0
تضخيم	40	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 40	مكسرات (لوز)	54.2	314.4	10.8	10.8	27.1
تضخيم	41	فطار	بيض مسلوق - فطار - تضخيم مرحلة 41	بيض مسلوق	182	282.1	23.7	2	20
تضخيم	41	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 41	صدر دجاج مشوي	273	449.5	83.7	0	9.1
تضخيم	41	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 41	سمك مشوي	273	422.2	45.5	0	25.5
تضخيم	41	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 41	لبن زبادي قليل الدسم	364	182	18.2	21.8	0.9
تضخيم	42	فطار	شوفان - فطار - تضخيم مرحلة 42	شوفان	73.3	275	9.2	49.5	5.5
تضخيم	42	غداء	أرز بسمتي - غداء - تضخيم مرحلة 42	أرز بسمتي	275	989.8	16.5	220	2.7
تضخيم	42	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 42	سلطة خضراء	183.3	36.7	1.8	7.3	0
تضخيم	42	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 42	مكسرات (لوز)	55	318.9	11	11	27.5
تضخيم	43	فطار	بيض مسلوق - فطار - تضخيم مرحلة 43	بيض مسلوق	184.6	286.1	24	2	20.3
تضخيم	43	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 43	صدر دجاج مشوي	276.9	456	84.9	0	9.2
تضخيم	43	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 43	سمك مشوي	276.9	428.3	46.1	0	25.8
تضخيم	43	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 43	لبن زبادي قليل الدسم	369.2	184.6	18.5	22.2	0.9
تضخيم	44	فطار	شوفان - فطار - تضخيم مرحلة 44	شوفان	74.4	278.9	9.3	50.2	5.6
تضخيم	44	غداء	أرز بسمتي - غداء - تضخيم مرحلة 44	أرز بسمتي	278.9	1003.9	16.7	223.1	2.8
تضخيم	44	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 44	سلطة خضراء	185.9	37.2	1.9	7.4	0
تضخيم	44	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 44	مكسرات (لوز)	55.8	323.5	11.2	11.2	27.9
